#CS11; 35, 5, 3, 1
-2.43059105275,-2.3747659526,-2.48988519175,-2.43852605563,-2.74881502412,-2.91625896816
-2.86424133394,-2.73810476465,-2.96150573893,-2.93128472908,-2.73166104807,-3.24038204087
-3.42878418849,-3.37220884936,-3.68422017677,-3.52823097149,-3.11083983794,-3.88172976271
-4.37237077258,-4.74193573982,-5.05376867977,-4.74293840219,-4.05367123754,-4.91007229595
#CS13.4a; 35, 7, 4, 1
-2.43059105275,-2.3747659526,-2.48988519175,-2.43852605564,-2.81930922629,-2.91625896816
-2.86506280807,-2.7419744815,-2.96399035073,-2.92898425862,-2.81295054338,-3.24468179094
-3.42971137199,-3.37665393711,-3.68695661478,-3.52540988445,-3.27338728545,-3.88640131067
-4.37416345337,-4.74743329645,-5.05769442961,-4.74001904875,-4.25180318425,-4.91454409225
#CS13.4b; 35, 7, 4, 4
-2.34909583572,-2.3747659526,-2.38427056669,-2.28885660916,-2.7668475944,-2.91625896816
-2.78066337988,-2.73840945708,-2.88681999865,-2.76659385992,-2.78550638233,-3.24330054232
-3.34179743571,-3.37283124107,-3.65558019577,-3.32502558116,-3.16584486597,-3.88485807388
-4.27737193542,-4.74348585684,-5.04320543376,-4.44153536647,-4.02219171039,-4.91302461217
#CS14.2a; 35, 8, 4, 5
-2.48851335476,-2.64049948174,-2.64282369174,-2.69684892973,-2.86544199573,-3.24482752485
-2.88719030872,-3.05067825399,-3.08516063287,-3.11323063928,-2.82105999656,-3.57960149437
-3.4715892916,-3.4571660536,-3.84740363077,-3.56699440039,-3.19385821484,-3.91952967107
-4.77711156763,-4.50900971421,-5.06664850023,-4.85225632082,-4.12031845246,-4.55306002459
#CS14.2b; 35, 6, 4, 7
-2.47992503313,-2.49153220978,-2.54087092163,-2.48777006848,-2.91504397506,-3.24482752485
-2.88263732748,-2.85235987263,-2.94604281356,-2.89198369344,-2.81539251001,-3.57960149438
-3.46480872915,-3.20162954123,-3.6861876741,-3.36050739465,-3.13591679943,-3.91952967108
-4.76800032051,-4.2765315959,-4.90091246999,-4.71957135516,-3.99143071334,-4.55306002459
