"Source_ID","Rupture_ID","Rup_Var_ID","Run_ID","IM_Type_ID","IM_Value"
10,0,8,3872,151,194.491119384766
10,0,8,3872,152,38.9683113098144
10,0,8,3872,154,98.0811233520508
10,0,8,3872,158,94.4638442993164
10,0,8,3872,160,84.2496109008789
10,0,8,3872,162,155.162536621094
10,0,8,3872,167,166.597351074219
10,0,9,3872,1,36.1467170715332
10,0,9,3872,11,203.242050170898
10,0,9,3872,21,123.704765319824
10,0,9,3872,26,145.453659057617
10,0,9,3872,86,127.602317810059
10,0,9,3872,136,57.4769783020019
10,0,9,3872,138,125.718070983887
10,0,9,3872,142,252.457305908203
10,0,9,3872,144,149.695434570313
10,0,9,3872,146,153.715087890625
10,0,9,3872,151,185.935775756836
10,0,9,3872,152,44.7210502624512
10,0,9,3872,154,90.4244079589844
10,0,9,3872,158,204.708358764648
10,0,9,3872,160,113.329010009766
10,0,9,3872,162,130.424545288086
10,0,9,3872,167,145.338653564453
10,0,10,3872,1,54.1446533203125
10,0,10,3872,11,221.574325561523
10,0,10,3872,21,138.17707824707
10,0,10,3872,26,146.263793945312
10,0,10,3872,86,171.665908813477
10,0,10,3872,136,98.5253982543945
10,0,10,3872,138,222.818557739258
10,0,10,3872,142,285.422088623047
10,0,10,3872,144,177.469192504883
10,0,10,3872,146,160.60302734375
10,0,10,3872,151,175.692016601562
10,0,10,3872,152,69.7741928100586
10,0,10,3872,154,157.92692565918
10,0,10,3872,158,221.596160888672
10,0,10,3872,160,164.649536132812
10,0,10,3872,162,134.86198425293
10,0,10,3872,167,146.89079284668
10,0,11,3872,1,26.2760772705078
10,0,11,3872,11,63.8535308837891
10,0,11,3872,21,141.580780029297
10,0,11,3872,26,121.346694946289
10,0,11,3872,86,96.9656524658203
10,0,11,3872,136,53.421314239502
10,0,11,3872,138,102.204246520996
10,0,11,3872,142,86.1840591430664
10,0,11,3872,144,119.693000793457
10,0,11,3872,146,196.768859863281
10,0,11,3872,151,151.046890258789
10,0,11,3872,152,37.775749206543
10,0,11,3872,154,73.6568298339844
10,0,11,3872,158,67.7907562255859
10,0,11,3872,160,88.8486862182617
10,0,11,3872,162,139.766250610352
10,0,11,3872,167,122.852760314941
10,0,12,3872,1,22.6423816680908
10,0,12,3872,11,71.9310913085938
10,0,12,3872,21,107.562057495117
10,0,12,3872,26,236.861389160156
10,0,12,3872,86,111.423194885254
10,0,12,3872,136,28.3155174255371
10,0,12,3872,138,42.5243682861328
10,0,12,3872,142,91.7634811401367
10,0,12,3872,144,110.62508392334
10,0,12,3872,146,137.171630859375
10,0,12,3872,151,274.382995605469
10,0,12,3872,152,22.6972045898438
10,0,12,3872,154,32.1662178039551
10,0,12,3872,158,75.6520233154297
10,0,12,3872,160,85.1795806884765
10,0,12,3872,162,106.182228088379
10,0,12,3872,167,239.943313598633
10,0,13,3872,1,27.9497852325439
10,0,13,3872,11,82.7875061035156
10,0,13,3872,21,84.5868453979492
10,0,13,3872,26,106.908332824707
10,0,13,3872,86,85.8086090087891
10,0,13,3872,136,40.3604965209961
10,0,13,3872,138,105.450492858887
10,0,13,3872,142,94.1198654174805
10,0,13,3872,144,90.6372985839844
10,0,13,3872,146,106.387825012207
10,0,13,3872,151,148.265335083008
10,0,13,3872,152,29.7958717346191
10,0,13,3872,154,74.6833724975586
10,0,13,3872,158,82.5002517700195
10,0,13,3872,160,80.1922302246094
10,0,13,3872,162,91.4968872070312
10,0,13,3872,167,117.868812561035
10,0,14,3872,1,27.970775604248
10,0,14,3872,11,83.7806854248047
10,0,14,3872,21,84.7002792358398
10,0,14,3872,26,139.476470947266
10,0,14,3872,86,100.44140625
10,0,14,3872,136,72.8978500366211
10,0,14,3872,138,144.063110351562
10,0,14,3872,142,117.993965148926
10,0,14,3872,144,81.5325393676758
10,0,14,3872,146,93.7984466552734
10,0,14,3872,151,170.294799804688
10,0,14,3872,152,51.7464637756348
10,0,14,3872,154,104.817092895508
10,0,14,3872,158,83.5928802490235
10,0,14,3872,160,78.5101776123047
10,0,14,3872,162,85.6902542114258
10,0,14,3872,167,138.332015991211
10,0,15,3872,1,16.2982330322266
10,0,15,3872,11,79.8839797973633
10,0,15,3872,21,65.6532669067383
10,0,15,3872,26,133.792953491211
10,0,15,3872,86,85.6672515869141
10,0,15,3872,136,22.557315826416
10,0,15,3872,138,55.6310348510742
10,0,15,3872,142,98.971809387207
10,0,15,3872,144,66.0553741455078
10,0,15,3872,146,87.7245483398438
10,0,15,3872,151,161.019927978516
10,0,15,3872,152,19.0449752807617
10,0,15,3872,154,41.7214698791504
10,0,15,3872,158,78.8340835571289
10,0,15,3872,160,57.5267028808594
10,0,15,3872,162,78.2834396362305
10,0,15,3872,167,132.790252685547
10,0,16,3872,1,37.0781364440918
10,0,16,3872,11,177.746566772461
10,0,16,3872,21,144.125061035156
10,0,16,3872,26,117.2890625
10,0,16,3872,86,102.653396606445
10,0,16,3872,136,71.896614074707
10,0,16,3872,138,157.564895629883
10,0,16,3872,142,232.057952880859
10,0,16,3872,144,159.252182006836
10,0,16,3872,146,201.812057495117
10,0,16,3872,151,144.366806030273
10,0,16,3872,152,50.8580436706543
10,0,16,3872,154,111.505233764648
10,0,16,3872,158,178.518218994141
10,0,16,3872,160,128.254272460938
10,0,16,3872,162,143.744506835938
10,0,16,3872,167,116.649040222168
10,0,17,3872,1,24.2762565612793
10,0,17,3872,11,64.7848205566406
10,0,17,3872,21,103.225524902344
10,0,17,3872,26,97.7323226928711
10,0,17,3872,86,68.8477783203125
10,0,17,3872,136,38.3421096801758
10,0,17,3872,138,101.667961120605
10,0,17,3872,142,78.7390670776367
10,0,17,3872,144,78.2972793579102
10,0,17,3872,146,140.490951538086
10,0,17,3872,151,126.064170837402
10,0,17,3872,152,29.7337837219238
10,0,17,3872,154,72.7107772827148
10,0,17,3872,158,61.8629951477051
10,0,17,3872,160,66.7487030029297
10,0,17,3872,162,104.48055267334
10,0,17,3872,167,111.692810058594
10,0,18,3872,1,24.7767333984375
10,0,18,3872,11,106.869766235352
10,0,18,3872,21,136.217788696289
10,0,18,3872,26,155.28532409668
10,0,18,3872,86,91.7722625732422
10,0,18,3872,136,35.1378059387207
10,0,18,3872,138,95.389419555664
10,0,18,3872,142,134.763320922852
10,0,18,3872,144,89.9231338500977
10,0,18,3872,146,174.927978515625
10,0,18,3872,151,207.576965332031
10,0,18,3872,152,26.846263885498
10,0,18,3872,154,68.8229293823242
10,0,18,3872,158,109.372901916504
10,0,18,3872,160,72.2693786621094
10,0,18,3872,162,128.364837646484
10,0,18,3872,167,154.693328857422
10,0,19,3872,1,39.5887260437012
10,0,19,3872,11,179.371368408203
10,0,19,3872,21,104.961212158203
10,0,19,3872,26,96.1250915527344
10,0,19,3872,86,87.7665023803711
10,0,19,3872,136,63.7138214111328
10,0,19,3872,138,164.222900390625
10,0,19,3872,142,227.033020019531
10,0,19,3872,144,130.344528198242
10,0,19,3872,146,126.561363220215
10,0,19,3872,151,103.124855041504
10,0,19,3872,152,45.0567016601562
10,0,19,3872,154,116.174995422363
10,0,19,3872,158,180.203536987305
10,0,19,3872,160,122.504943847656
10,0,19,3872,162,104.868370056152
10,0,19,3872,167,91.9097366333008
10,0,20,3872,1,28.8690280914307
10,0,20,3872,11,164.650482177734
10,0,20,3872,21,123.154144287109
10,0,20,3872,26,107.244857788086
10,0,20,3872,86,116.241432189941
10,0,20,3872,136,38.7545471191406
10,0,20,3872,138,92.7733306884766
10,0,20,3872,142,218.305389404297
10,0,20,3872,144,135.121505737305
10,0,20,3872,146,167.499710083008
10,0,20,3872,151,137.889877319336
10,0,20,3872,152,28.4603366851807
10,0,20,3872,154,65.6167144775391
10,0,20,3872,158,168.912094116211
10,0,20,3872,160,113.486892700195
10,0,20,3872,162,123.254768371582
10,0,20,3872,167,106.99153137207
10,0,21,3872,1,24.3269882202148
10,0,21,3872,11,134.935363769531
10,0,21,3872,21,67.3043975830078
10,0,21,3872,26,86.7252655029297
10,0,21,3872,86,98.3177642822266
10,0,21,3872,136,29.5686283111572
10,0,21,3872,138,83.9571304321289
10,0,21,3872,142,188.255264282227
10,0,21,3872,144,95.6408920288086
10,0,21,3872,146,83.8684463500977
10,0,21,3872,151,117.277084350586
10,0,21,3872,152,23.3081722259521
10,0,21,3872,154,59.5054969787598
10,0,21,3872,158,141.060562133789
10,0,21,3872,160,88.8591842651367
10,0,21,3872,162,69.4290542602539
10,0,21,3872,167,90.5679931640625
10,0,22,3872,1,15.2892389297485
10,0,22,3872,11,52.2640800476074
10,0,22,3872,21,158.709548950195
10,0,22,3872,26,120.974349975586
10,0,22,3872,86,83.9315872192383
10,0,22,3872,136,22.8175144195557
10,0,22,3872,138,54.9501724243164
10,0,22,3872,142,69.0550537109375
10,0,22,3872,144,139.800598144531
10,0,22,3872,146,202.038711547852
10,0,22,3872,151,167.616134643555
10,0,22,3872,152,17.2732543945312
10,0,22,3872,154,39.605842590332
10,0,22,3872,158,55.4576416015625
10,0,22,3872,160,107.488006591797
10,0,22,3872,162,157.937835693359
10,0,22,3872,167,121.487144470215
10,0,23,3872,1,23.712438583374
10,0,23,3872,11,50.8925590515137
10,0,23,3872,21,136.601318359375
10,0,23,3872,26,137.354446411133
10,0,23,3872,86,114.374031066895
10,0,23,3872,136,45.3544273376465
10,0,23,3872,138,74.8533401489258
10,0,23,3872,142,57.3256645202637
10,0,23,3872,144,94.730110168457
10,0,23,3872,146,149.918228149414
10,0,23,3872,151,180.66796875
10,0,23,3872,152,33.051643371582
10,0,23,3872,154,52.9383964538574
10,0,23,3872,158,52.6306495666504
10,0,23,3872,160,81.1786575317383
10,0,23,3872,162,134.445388793945
10,0,23,3872,167,137.029403686523
10,0,24,3872,1,17.0139350891113
10,0,24,3872,11,93.7617340087891
10,0,24,3872,21,76.1849975585938
10,0,24,3872,26,71.4835968017578
10,0,24,3872,86,86.0721588134766
10,0,24,3872,136,27.2107181549072
10,0,24,3872,138,34.3835716247559
10,0,24,3872,142,127.908821105957
10,0,24,3872,144,94.3159484863281
10,0,24,3872,146,89.764518737793
10,0,24,3872,151,86.1291809082031
10,0,24,3872,152,20.7035713195801
10,0,24,3872,154,27.9080715179443
10,0,24,3872,158,102.238082885742
10,0,24,3872,160,85.7015533447266
10,0,24,3872,162,67.024169921875
10,0,24,3872,167,79.5025863647461
10,0,25,3872,1,19.7926235198975
10,0,25,3872,11,61.9416084289551
10,0,25,3872,21,89.6591110229492
10,0,25,3872,26,78.4276657104492
10,0,25,3872,86,96.9017868041992
10,0,25,3872,136,36.0015182495117
10,0,25,3872,138,62.2283897399902
10,0,25,3872,142,82.6083831787109
10,0,25,3872,144,67.0766220092773
10,0,25,3872,146,106.92041015625
10,0,25,3872,151,113.135398864746
10,0,25,3872,152,25.7963466644287
10,0,25,3872,154,44.390682220459
10,0,25,3872,158,61.6192512512207
10,0,25,3872,160,60.9564323425293
10,0,25,3872,162,88.4285049438477
10,0,25,3872,167,83.0998229980469
10,0,26,3872,1,29.5373382568359
10,0,26,3872,11,60.0039825439453
10,0,26,3872,21,76.1906433105469
10,0,26,3872,26,83.8542022705078
10,0,26,3872,86,67.8368301391602
10,0,26,3872,136,59.8479995727539
10,0,26,3872,138,99.8762054443359
10,0,26,3872,142,68.6473236083985
10,0,26,3872,144,84.6655960083008
10,0,26,3872,146,90.9591979980469
10,0,26,3872,151,115.131645202637
10,0,26,3872,152,42.7560424804687
10,0,26,3872,154,73.3447113037109
10,0,26,3872,158,63.907413482666
10,0,26,3872,160,77.6881484985352
10,0,26,3872,162,77.5029678344727
10,0,26,3872,167,91.0636978149414
10,0,27,3872,1,32.1765327453613
10,0,27,3872,11,30.2079563140869
10,0,27,3872,21,64.4558944702148
10,0,27,3872,26,122.265060424805
10,0,27,3872,86,92.3567962646484
10,0,27,3872,136,61.152702331543
10,0,27,3872,138,104.019752502441
10,0,27,3872,142,47.1405143737793
10,0,27,3872,144,81.3034515380859
10,0,27,3872,146,73.7861251831055
10,0,27,3872,151,134.198501586914
10,0,27,3872,152,44.4440078735352
10,0,27,3872,154,73.6332015991211
10,0,27,3872,158,40.1922264099121
10,0,27,3872,160,58.3079414367676
10,0,27,3872,162,68.6223602294922
10,0,27,3872,167,124.714347839355
10,0,28,3872,1,22.2101345062256
10,0,28,3872,11,83.0424575805664
10,0,28,3872,21,76.1059112548828
10,0,28,3872,26,71.5111389160156
10,0,28,3872,86,109.277084350586
10,0,28,3872,136,35.840030670166
10,0,28,3872,138,62.051139831543
10,0,28,3872,142,104.619636535645
10,0,28,3872,144,71.8094329833984
10,0,28,3872,146,101.622039794922
10,0,28,3872,151,92.4042816162109
10,0,28,3872,152,26.6158275604248
10,0,28,3872,154,43.9125480651855
10,0,28,3872,158,82.6944198608398
10,0,28,3872,160,64.9043121337891
10,0,28,3872,162,73.1853561401367
10,0,28,3872,167,83.6612777709961
10,0,29,3872,1,24.1087226867676
10,0,29,3872,11,65.9808731079102
10,0,29,3872,21,82.3975830078125
10,0,29,3872,26,95.4610900878906
10,0,29,3872,86,86.8969955444336
10,0,29,3872,136,43.0842323303223
10,0,29,3872,138,59.2643547058105
10,0,29,3872,142,90.8197937011719
10,0,29,3872,144,74.5931777954102
10,0,29,3872,146,109.77564239502
10,0,29,3872,151,127.281730651855
10,0,29,3872,152,31.6065044403076
10,0,29,3872,154,42.770393371582
10,0,29,3872,158,65.7493209838867
10,0,29,3872,160,60.6891326904297
10,0,29,3872,162,81.3378448486328
10,0,29,3872,167,90.1426239013672
10,0,30,3872,1,39.2430686950684
10,0,30,3872,11,139.363388061523
10,0,30,3872,21,86.611213684082
10,0,30,3872,26,78.4453125
10,0,30,3872,86,64.8891220092773
10,0,30,3872,136,86.9097671508789
10,0,30,3872,138,169.761138916016
10,0,30,3872,142,175.462417602539
10,0,30,3872,144,110.796417236328
10,0,30,3872,146,110.20288848877
10,0,30,3872,151,124.719650268555
10,0,30,3872,152,62.2179412841797
10,0,30,3872,154,121.25025177002
10,0,30,3872,158,138.770751953125
10,0,30,3872,160,105.847770690918
10,0,30,3872,162,89.534927368164
10,0,30,3872,167,95.2372055053711
10,0,31,3872,1,41.6416778564453
10,0,31,3872,11,107.04337310791
10,0,31,3872,21,81.9110641479492
10,0,31,3872,26,82.1677169799805
10,0,31,3872,86,90.193359375
10,0,31,3872,136,90.8805541992188
10,0,31,3872,138,177.245971679688
10,0,31,3872,142,130.242172241211
10,0,31,3872,144,123.040771484375
10,0,31,3872,146,112.218788146973
10,0,31,3872,151,102.078712463379
10,0,31,3872,152,65.0606002807617
10,0,31,3872,154,126.667350769043
10,0,31,3872,158,106.977020263672
10,0,31,3872,160,100.408645629883
10,0,31,3872,162,98.7485733032227
10,0,31,3872,167,86.6067962646484
10,0,32,3872,1,27.9331951141357
10,0,32,3872,11,75.2621536254883
10,0,32,3872,21,55.3563995361328
10,0,32,3872,26,82.7679443359375
10,0,32,3872,86,88.6301116943359
10,0,32,3872,136,45.1128463745117
10,0,32,3872,138,87.0087890625
10,0,32,3872,142,93.8804550170898
10,0,32,3872,144,71.020622253418
10,0,32,3872,146,72.0972366333008
10,0,32,3872,151,116.146820068359
10,0,32,3872,152,32.6272392272949
10,0,32,3872,154,61.6164016723633
10,0,32,3872,158,75.0285263061523
10,0,32,3872,160,51.3652610778809
10,0,32,3872,162,54.4591293334961
10,0,32,3872,167,83.5451736450195
10,0,33,3872,1,34.9115180969238
10,0,33,3872,11,85.8235931396485
10,0,33,3872,21,71.105827331543
10,0,33,3872,26,80.2987289428711
10,0,33,3872,86,58.7450561523438
10,0,33,3872,136,81.6920166015625
10,0,33,3872,138,142.252716064453
10,0,33,3872,142,94.4098587036133
10,0,33,3872,144,109.112838745117
10,0,33,3872,146,87.1447601318359
10,0,33,3872,151,95.5912322998047
10,0,33,3872,152,58.2408561706543
10,0,33,3872,154,100.766967773438
10,0,33,3872,158,85.7607116699219
10,0,33,3872,160,88.6784591674805
10,0,33,3872,162,80.0543212890625
10,0,33,3872,167,86.857437133789
10,0,34,3872,1,18.71999168396
10,0,34,3872,11,52.8888359069824
10,0,34,3872,21,28.2076892852783
10,0,34,3872,26,27.2965087890625
10,0,34,3872,86,48.5234375
10,0,34,3872,136,31.2456855773926
10,0,34,3872,138,50.2597541809082
10,0,34,3872,142,70.021369934082
10,0,34,3872,144,50.0046653747559
10,0,34,3872,146,35.5555953979492
10,0,34,3872,151,35.9393119812012
10,0,34,3872,152,22.5069561004639
10,0,34,3872,154,35.8092842102051
10,0,34,3872,158,52.7843475341797
10,0,34,3872,160,40.4037551879883
10,0,34,3872,162,28.4533081054688
10,0,34,3872,167,28.9817199707031
10,0,35,3872,1,16.9536952972412
10,0,35,3872,11,29.4687995910645
10,0,35,3872,21,46.2680854797363
10,0,35,3872,26,63.9811134338379
10,0,35,3872,86,39.7174072265625
10,0,35,3872,136,34.523494720459
10,0,35,3872,138,52.9438056945801
10,0,35,3872,142,36.7095146179199
10,0,35,3872,144,34.7480697631836
10,0,35,3872,146,54.8051567077637
10,0,35,3872,151,76.3318939208984
10,0,35,3872,152,24.5777759552002
10,0,35,3872,154,37.4948043823242
10,0,35,3872,158,29.1756935119629
10,0,35,3872,160,31.6914176940918
10,0,35,3872,162,47.890266418457
10,0,35,3872,167,59.3232574462891
10,0,36,3872,1,29.0185470581055
10,0,36,3872,11,114.097038269043
10,0,36,3872,21,73.0383758544922
10,0,36,3872,26,62.2702026367188
10,0,36,3872,86,55.1357345581055
10,0,36,3872,136,48.2655448913574
10,0,36,3872,138,106.647087097168
10,0,36,3872,142,147.38542175293
10,0,36,3872,144,93.6285781860352
10,0,36,3872,146,89.2173767089844
10,0,36,3872,151,88.4528274536133
10,0,36,3872,152,34.5239944458008
10,0,36,3872,154,75.4502182006836
10,0,36,3872,158,113.52613067627
10,0,36,3872,160,81.7986145019531
10,0,36,3872,162,73.482292175293
10,0,36,3872,167,66.159782409668
10,0,37,3872,1,6.34500312805176
10,0,37,3872,11,24.3042736053467
10,0,37,3872,21,28.7697238922119
10,0,37,3872,26,36.0652236938477
10,0,37,3872,86,28.1416168212891
10,0,37,3872,136,9.39367771148682
10,0,37,3872,138,25.3962078094482
10,0,37,3872,142,31.1814765930176
10,0,37,3872,144,25.3451194763184
10,0,37,3872,146,38.2169303894043
10,0,37,3872,151,47.9096336364746
10,0,37,3872,152,7.0571346282959
10,0,37,3872,154,17.9581413269043
10,0,37,3872,158,25.3420848846436
10,0,37,3872,160,23.5435752868652
10,0,37,3872,162,28.5868892669678
10,0,37,3872,167,36.078800201416
10,0,38,3872,1,16.6637897491455
10,0,38,3872,11,81.2297439575195
10,0,38,3872,21,41.9272613525391
10,0,38,3872,26,45.7575492858887
10,0,38,3872,86,42.612735748291
10,0,38,3872,136,31.8730278015137
10,0,38,3872,138,71.3525009155273
10,0,38,3872,142,105.290878295898
10,0,38,3872,144,72.0597686767578
10,0,38,3872,146,48.8843421936035
10,0,38,3872,151,58.5998573303223
10,0,38,3872,152,22.7254467010498
10,0,38,3872,154,52.7876968383789
10,0,38,3872,158,81.0227127075195
10,0,38,3872,160,56.0764274597168
10,0,38,3872,162,42.132080078125
10,0,38,3872,167,47.4693489074707
10,0,39,3872,1,10.8473119735718
10,0,39,3872,11,37.5183029174805
10,0,39,3872,21,34.2649803161621
10,0,39,3872,26,42.536506652832
10,0,39,3872,86,33.3818283081055
10,0,39,3872,136,14.6552457809448
10,0,39,3872,138,12.8449897766113
10,0,39,3872,142,42.4891967773438
10,0,39,3872,144,48.6410713195801
10,0,39,3872,146,37.7686004638672
10,0,39,3872,151,55.2620086669922
10,0,39,3872,152,11.550817489624
10,0,39,3872,154,11.4001979827881
10,0,39,3872,158,39.0163955688477
10,0,39,3872,160,36.3639030456543
10,0,39,3872,162,33.2021369934082
10,0,39,3872,167,41.2548294067383
10,0,40,3872,1,6.68642044067383
10,0,40,3872,11,18.2842788696289
10,0,40,3872,21,27.6838798522949
10,0,40,3872,26,22.744104385376
10,0,40,3872,86,28.5716953277588
10,0,40,3872,136,8.51175785064697
10,0,40,3872,138,16.0279979705811
10,0,40,3872,142,22.5943756103516
10,0,40,3872,144,25.5479621887207
10,0,40,3872,146,34.2800254821777
10,0,40,3872,151,26.5806312561035
10,0,40,3872,152,6.68701887130737
10,0,40,3872,154,11.7188186645508
10,0,40,3872,158,18.3823146820068
10,0,40,3872,160,21.996150970459
10,0,40,3872,162,28.3758296966553
10,0,40,3872,167,22.7465877532959
10,0,41,3872,1,5.85801267623901
10,0,41,3872,11,12.01416015625
10,0,41,3872,21,22.9149913787842
10,0,41,3872,26,18.5274791717529
10,0,41,3872,86,33.8608169555664
10,0,41,3872,136,9.84848403930664
10,0,41,3872,138,9.96628761291504
10,0,41,3872,142,14.8074035644531
10,0,41,3872,144,13.807445526123
10,0,41,3872,146,27.8810043334961
10,0,41,3872,151,24.3121318817139
10,0,41,3872,152,7.52118921279907
10,0,41,3872,154,7.917799949646
10,0,41,3872,158,11.3274002075195
10,0,41,3872,160,11.0646533966064
10,0,41,3872,162,22.3086090087891
10,0,41,3872,167,18.8223934173584
10,0,42,3872,1,5.57104063034058
10,0,42,3872,11,16.3380908966064
10,0,42,3872,21,29.601541519165
10,0,42,3872,26,23.1023464202881
10,0,42,3872,86,25.5837421417236
10,0,42,3872,136,7.23049449920654
10,0,42,3872,138,20.7294330596924
10,0,42,3872,142,18.3795680999756
10,0,42,3872,144,18.2329845428467
10,0,42,3872,146,36.6502342224121
10,0,42,3872,151,23.5987071990967
10,0,42,3872,152,6.37174034118652
10,0,42,3872,154,15.2032566070557
10,0,42,3872,158,15.5769376754761
10,0,42,3872,160,16.1676712036133
10,0,42,3872,162,29.2224903106689
10,0,42,3872,167,21.6978492736816
10,0,43,3872,1,25.1169548034668
10,0,43,3872,11,117.992858886719
10,0,43,3872,21,208.252365112305
10,0,43,3872,26,169.270660400391
10,0,43,3872,86,102.670913696289
10,0,43,3872,136,43.4216003417969
10,0,43,3872,138,95.8086166381836
10,0,43,3872,142,152.845306396484
10,0,43,3872,144,219.778274536133
10,0,43,3872,146,299.143096923828
10,0,43,3872,151,241.394729614258
10,0,43,3872,152,32.2311210632324
10,0,43,3872,154,68.2285308837891
10,0,43,3872,158,117.401100158691
10,0,43,3872,160,162.148880004883
