-119.336999976 34.1500010364 -0.489072
-119.289458115 34.1283572771 -0.499086
-119.241939758 34.1066940424 -0.50788
-119.194444913 34.0850113761 -0.513807
-119.146973585 34.063309322 -0.512498
-119.099525778 34.041587924 -0.501797
-119.052101499 34.019847226 -0.486134
-119.004700752 33.9980872718 -0.468829
-118.957323543 33.9763081053 -0.451346
-118.909969877 33.9545097704 -0.433812
-118.86263942 33.9326923162 -0.416046
-118.815332853 33.9108557762 -0.398164
-118.768049843 33.8890001996 -0.380852
-118.720790395 33.8671256304 -0.365096
-118.673554511 33.8452321126 -0.35182
-118.626342198 33.8233196901 -0.341772
-118.579153458 33.801388407 -0.335505
-118.531988297 33.7794383072 -0.333467
-118.484846717 33.7574694348 -0.336295
-118.437728722 33.7354818338 -0.344709
-118.390634316 33.7134755483 -0.333909
-118.343563503 33.6914506223 -0.308972
-118.296516285 33.6694071 -0.296149
-118.24949233 33.6473450287 -0.288543
-118.202492314 33.6252644457 -0.28544
-118.155515903 33.6031653985 -0.286525
-118.1085631 33.5810479314 -0.291047
-118.061633908 33.5589120884 -0.29826
-118.01472833 33.5367579137 -0.307509
-117.967846367 33.5145854513 -0.318165
-117.920988023 33.4923947456 -0.329534
-117.8741533 33.4701858406 -0.341037
-117.827342199 33.4479587805 -0.352396
-117.780554724 33.4257136095 -0.363567
-117.733790875 33.4034503717 -0.3746
-117.687050655 33.3811691115 -0.385472
-117.640334066 33.358869873 -0.395896
-117.593641108 33.3365527004 -0.404901
-117.546971785 33.314217638 -0.410072
-117.500326096 33.2918647299 -0.410427
-119.310966774 34.1895354099 -0.473339
-119.263408189 34.1678823141 -0.484229
-119.215873173 34.1462097316 -0.49386
-119.168361732 34.1245177061 -0.501742
-119.120873871 34.1028062817 -0.49904
-119.073409595 34.0810755023 -0.483567
-119.02596891 34.0593254116 -0.46402
-118.978551822 34.0375560537 -0.44485
-118.931158334 34.0157674726 -0.4265
-118.883788453 33.9939597122 -0.408193
-118.836441844 33.9721328215 -0.389146
-118.789119188 33.9502868343 -0.369257
-118.741820153 33.9284217997 -0.349719
-118.694544742 33.9065377619 -0.331936
-118.64729296 33.8846347647 -0.316972
-118.600064768 33.8627105985 -0.305571
-118.552860257 33.8407698149 -0.298094
-118.505679386 33.8188102042 -0.294449
-118.458522159 33.7968318106 -0.29393
-118.411388581 33.774834678 -0.293125
-118.364278655 33.7528188505 -0.270564
-118.317192384 33.7307843724 -0.260198
-118.270129771 33.7087312878 -0.257172
-118.223090483 33.686659644 -0.253118
-118.176075197 33.6645694785 -0.253471
-118.129083578 33.6424608389 -0.257804
-118.08211563 33.6203337694 -0.265154
-118.035171355 33.5981883141 -0.274817
-117.988250756 33.5760245173 -0.286232
-117.941353835 33.5538424231 -0.298901
-117.894480595 33.5316420757 -0.311862
-117.847631038 33.5094235195 -0.324424
-117.800805165 33.4871867986 -0.336488
-117.75400298 33.4649319572 -0.34825
-117.707224483 33.4426590396 -0.359982
-117.660469677 33.4203680901 -0.371863
-117.613738564 33.3980591529 -0.383816
-117.567031144 33.3757322724 -0.395192
-117.520347419 33.3533874927 -0.400563
-117.473687391 33.3310248582 -0.398541
-119.284909948 34.229062758 -0.453421
-119.237334634 34.2074003001 -0.46461
-119.189782954 34.1857183442 -0.472672
-119.142254913 34.1640169341 -0.475101
-119.094750515 34.1422961138 -0.468104
-119.047269766 34.1205559273 -0.453383
-118.999812672 34.0987964186 -0.433581
-118.952379238 34.0770176317 -0.41504
-118.904969468 34.0552196105 -0.397248
-118.857583368 34.0334023991 -0.379136
-118.810220604 34.0115660465 -0.359173
-118.762881857 33.9897105866 -0.336786
-118.715566793 33.9678360688 -0.314794
-118.668275416 33.9459425369 -0.29488
-118.621007732 33.9240300352 -0.278104
-118.573763743 33.9020986076 -0.265181
-118.526543455 33.8801482985 -0.256101
-118.47934687 33.8581791518 -0.249764
-118.432173992 33.8361912116 -0.242792
-118.385024826 33.8141845223 -0.225226
-118.337899375 33.7921591279 -0.197217
-118.290797641 33.7701150725 -0.21142
-118.243719629 33.7480524005 -0.215544
-118.196665003 33.7259711592 -0.217593
-118.149634443 33.7038713862 -0.222251
-118.102627612 33.6817531292 -0.230463
-118.055644515 33.6596164323 -0.240537
-118.008685154 33.6374613397 -0.252409
-117.96174953 33.6152878958 -0.265495
-117.914837647 33.5930961448 -0.280118
-117.867949508 33.570886131 -0.294209
-117.821085113 33.5486578986 -0.307159
-117.774244465 33.526411492 -0.319285
-117.727427567 33.5041469553 -0.331054
-117.680634419 33.4818643331 -0.342958
-117.633865024 33.4595636695 -0.355329
-117.587119383 33.4372450088 -0.368141
-117.540397498 33.4149083955 -0.380119
-117.49369937 33.3925538738 -0.384999
-117.447025 33.3701814881 -0.382646
-119.258829555 34.2685875614 -0.428094
-119.211237506 34.246915716 -0.439185
-119.163669155 34.2252243613 -0.443149
-119.116124506 34.2035135412 -0.436169
-119.068603565 34.1817832997 -0.425775
-119.021106337 34.1600336808 -0.412318
-118.973632828 34.1382647287 -0.395703
-118.926183041 34.1164764873 -0.379571
-118.878756983 34.0946690007 -0.363049
-118.831354658 34.072842313 -0.346113
-118.783975733 34.0509964733 -0.325486
-118.736620888 34.0291315156 -0.300093
-118.68928979 34.0072474891 -0.276086
-118.641982443 33.985344438 -0.25424
-118.594698851 33.9634224064 -0.235774
-118.547439018 33.9414814386 -0.221667
-118.500202948 33.9195215785 -0.211585
-118.452990646 33.8975428705 -0.20405
-118.405802113 33.8755453588 -0.196918
-118.358637356 33.8535290875 -0.188698
-118.311496375 33.8314941009 -0.18099
-118.264379176 33.8094404432 -0.176766
-118.217285761 33.7873681587 -0.180601
-118.170215796 33.7652772948 -0.187594
-118.123169958 33.7431678892 -0.196154
-118.076147913 33.7210399896 -0.208193
-118.029149664 33.6988936402 -0.220062
-117.982175213 33.6767288854 -0.233068
-117.935224563 33.6545457694 -0.246406
-117.888297716 33.6323443366 -0.262524
-117.841394674 33.6101246313 -0.276447
-117.79451544 33.5878866978 -0.288767
-117.747660015 33.5656305805 -0.300168
-117.700828402 33.5433563238 -0.311268
-117.654020602 33.5210639719 -0.322739
-117.607236616 33.4987535693 -0.334863
-117.560476447 33.4764251603 -0.347685
-117.513740095 33.4540787894 -0.360168
-117.467027562 33.4317145009 -0.365263
-117.42033885 33.4093323392 -0.362217
-119.23272541 34.3081052896 -0.395943
-119.185116623 34.2864240311 -0.40307
-119.137531596 34.264723252 -0.402339
-119.089970336 34.2430029963 -0.393269
-119.042432848 34.221263308 -0.381934
-118.994919136 34.1995042312 -0.368392
-118.947429207 34.1777258102 -0.353168
-118.899963065 34.1559280888 -0.33782
-118.852520715 34.1341111114 -0.321802
-118.805102162 34.112274922 -0.305051
-118.757707072 34.0904195696 -0.283889
-118.710336127 34.0685450886 -0.2591
-118.662988991 34.0466515282 -0.234369
-118.61566567 34.0247389324 -0.210919
-118.568366168 34.0028073457 -0.191091
-118.521090488 33.9808568121 -0.176725
-118.473838635 33.9588873759 -0.167031
-118.426610612 33.9368990813 -0.160258
-118.379406423 33.9148919727 -0.157583
-118.332226072 33.8928660942 -0.15854
-118.285069561 33.8708214902 -0.153784
-118.237936894 33.8487582049 -0.151876
-118.190828074 33.8266762826 -0.163377
-118.143742767 33.8045757709 -0.173444
-118.09668165 33.7824567076 -0.185322
-118.04964439 33.7603191403 -0.198201
-118.002630987 33.7381631134 -0.210845
-117.955641446 33.7159886712 -0.221604
-117.908675768 33.693795858 -0.233112
-117.861733956 33.6715847184 -0.245496
-117.814816012 33.6493552966 -0.257253
-117.767921937 33.627107637 -0.268245
